id,source_entity_id,target_entity_id,type,confidence,timestamp,properties
R000176,P288,P294,MEMBER_OF,0.67,2026-01-01T01:37:43,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R000177,P288,P277,ASSOCIATED,0.83,2025-09-07T08:57:34,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000178,P288,P281,MEMBER_OF,0.7,2025-09-14T03:59:09,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R000179,P288,P291,ASSOCIATED,0.82,2025-08-12T20:46:08,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000180,P288,P292,ASSOCIATED,0.77,2026-08-14T16:44:35,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000181,P288,P290,ASSOCIATED,0.65,2025-03-10T09:33:12,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000182,P288,P284,ASSOCIATED,0.98,2025-04-01T00:56:06,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000183,P288,P298,ASSOCIATED,0.9,2026-02-04T16:46:09,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000184,P288,P289,MEMBER_OF,0.93,2026-05-26T19:40:41,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R000185,P288,P297,ASSOCIATED,0.53,2025-11-17T23:29:35,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000186,P102,P117,ASSOCIATED,0.93,2025-12-07T07:04:33,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000187,P102,P112,ASSOCIATED,0.51,2025-04-05T07:32:46,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000188,P102,P120,CALLED,0.89,2026-04-18T22:11:25,"{""duration_seconds"": 2922, ""source_type"": ""call_record"", ""verified"": true}"
R000189,P102,P116,ASSOCIATED,0.51,2026-03-04T20:23:00,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000190,P102,P121,ASSOCIATED,0.61,2025-03-14T09:32:43,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000191,P102,P115,MEMBER_OF,0.96,2025-12-25T10:00:43,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R000192,P102,P107,CALLED,0.74,2025-04-30T14:13:47,"{""duration_seconds"": 2950, ""source_type"": ""call_record"", ""verified"": false}"
R000193,P102,P109,CALLED,0.63,2026-07-02T21:49:33,"{""duration_seconds"": 3434, ""source_type"": ""call_record"", ""verified"": false}"
R000194,P102,P105,ASSOCIATED,0.72,2025-07-09T07:28:24,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000195,P367,P355,CALLED,0.9,2025-07-27T12:27:33,"{""duration_seconds"": 1173, ""source_type"": ""call_record"", ""verified"": false}"
R000196,P367,P363,CALLED,0.99,2026-03-27T10:33:19,"{""duration_seconds"": 2020, ""source_type"": ""call_record"", ""verified"": true}"
R000197,P367,P357,ASSOCIATED,0.74,2026-02-23T07:52:10,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000198,P367,P370,ASSOCIATED,0.87,2026-03-05T16:29:10,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000199,P367,P375,ASSOCIATED,0.96,2025-12-20T16:14:19,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000200,P367,P353,MEMBER_OF,0.62,2026-06-26T18:18:47,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R000201,P367,P359,ASSOCIATED,0.92,2025-07-01T09:55:10,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000202,P367,P364,ASSOCIATED,0.66,2025-02-03T21:38:40,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000203,P367,P361,ASSOCIATED,0.95,2026-07-02T18:24:01,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000204,P333,P338,MEMBER_OF,0.55,2025-12-08T23:54:09,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R000205,P333,P350,ASSOCIATED,0.85,2025-01-12T22:05:59,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000206,P333,P347,ASSOCIATED,0.98,2026-05-24T14:00:30,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000207,P333,P346,MEMBER_OF,0.88,2025-12-31T15:56:20,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R000208,P333,P330,ASSOCIATED,0.81,2025-09-20T23:14:19,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000209,P333,P341,ASSOCIATED,0.54,2026-05-20T17:49:59,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000210,P333,P327,ASSOCIATED,0.92,2026-06-08T18:56:05,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000211,P333,P348,ASSOCIATED,0.81,2025-09-03T22:59:30,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000212,P333,P342,ASSOCIATED,0.52,2026-02-25T05:16:10,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000213,P333,P336,MEMBER_OF,0.81,2025-07-02T08:26:04,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R000214,P360,P358,MEMBER_OF,0.89,2025-09-09T22:46:55,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R000215,P360,P353,ASSOCIATED,0.68,2025-10-06T10:14:27,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000216,P360,P364,MEMBER_OF,0.76,2025-07-09T16:10:12,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R000217,P360,P354,CALLED,0.89,2026-06-14T13:40:48,"{""duration_seconds"": 711, ""source_type"": ""call_record"", ""verified"": true}"
R000218,P360,P371,MEMBER_OF,0.93,2026-04-19T09:45:01,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R000219,P360,P365,CALLED,0.62,2026-06-15T14:33:05,"{""duration_seconds"": 2403, ""source_type"": ""call_record"", ""verified"": true}"
R000220,P360,P356,MEMBER_OF,0.81,2025-12-25T04:27:26,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R000221,P360,P375,ASSOCIATED,0.83,2025-07-18T07:38:05,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000222,P360,P351,ASSOCIATED,0.83,2025-08-12T09:50:34,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000223,P389,P397,TRAVELED_WITH,0.8,2025-11-30T07:14:06,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R000224,P014,PH070,CALLED,0.84,2026-06-23T15:14:23,"{""duration_seconds"": 1280, ""source_type"": ""call_record"", ""verified"": false}"
R000225,P204,P222,MESSAGED,0.54,2025-05-21T21:38:40,"{""message_count"": 136, ""source_type"": ""communication_record""}"
R000226,P180,P195,MEMBER_OF,0.58,2025-11-23T02:14:41,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R000227,P034,V114,TRAVELED_IN,0.82,2025-02-08T15:38:24,"{""trip_note"": ""Travel recorded together"", ""source_type"": ""field_report""}"
R000228,P360,P365,EMPLOYED_WITH,0.83,2025-12-10T08:18:03,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R000229,P112,P021,SUSPECTED_ASSOCIATE,0.96,2026-02-14T06:45:49,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000230,P137,V031,USED_VEHICLE,0.5,2026-08-17T12:59:29,"{""observation"": ""Vehicle observed in use"", ""source_type"": ""CCTV""}"
R000231,P181,V059,OWNS_VEHICLE,0.75,2025-05-17T11:11:18,"{""registration_status"": ""active"", ""source_type"": ""vehicle_registry""}"
R000232,P200,LOC095,VISITED,0.52,2025-10-03T02:09:16,"{""duration_minutes"": 9, ""source_type"": ""location_record""}"
R000233,P282,P290,PARTNER,0.7,2025-03-02T11:27:51,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R000234,P440,P429,MEMBER_OF,0.79,2026-04-26T02:41:24,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R000235,P112,P103,FAMILY,0.56,2025-11-04T09:37:33,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R000236,P354,ORG083,ASSOCIATED_WITH,0.9,2025-09-29T08:49:37,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000237,P299,P296,FAMILY,0.81,2025-04-24T17:55:05,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R000238,P224,V145,TRAVELED_IN,0.82,2026-08-14T05:08:12,"{""trip_note"": ""Travel recorded together"", ""source_type"": ""field_report""}"
R000239,V113,LOC009,SEEN_AT,0.73,2025-09-09T01:02:17,"{""observation"": ""Vehicle observed in use"", ""source_type"": ""CCTV""}"
R000240,P175,PH019,OWNS_PHONE,0.65,2025-08-02T08:17:17,"{""registration_status"": ""active"", ""source_type"": ""telecom_registry""}"
R000241,P029,P411,PARTNER,0.75,2025-02-14T04:30:26,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R000242,P389,P386,MET,0.75,2026-07-28T22:29:11,"{""details"": ""Meeting recorded at location"", ""source_type"": ""surveillance"", ""verified"": false}"
R000243,P099,P115,CALLED,0.58,2026-06-29T00:17:56,"{""duration_seconds"": 1542, ""source_type"": ""call_record"", ""verified"": false}"
R000244,P021,P011,PARTNER,0.55,2026-08-25T13:04:12,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R000245,P299,P303,SUSPECTED_ASSOCIATE,0.57,2026-07-17T03:22:23,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000246,P292,P146,SUSPECTED_ASSOCIATE,0.89,2026-05-25T13:44:46,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000247,P047,LOC086,WORKS_AT,0.71,2026-06-05T11:52:30,"{""role"": ""Staff"", ""source_type"": ""employment_record""}"
R000248,P167,P157,MESSAGED,0.57,2025-08-28T21:40:51,"{""message_count"": 20, ""source_type"": ""communication_record""}"
R000249,P402,P014,TRAVELED_WITH,0.88,2025-03-20T13:24:01,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R000250,P399,P381,MESSAGED,0.52,2025-10-20T14:34:02,"{""message_count"": 94, ""source_type"": ""communication_record""}"
R000251,P299,PH193,MESSAGED,0.87,2025-07-04T11:53:01,"{""message_count"": 115, ""source_type"": ""communication_record""}"
R000252,P369,P102,FAMILY,0.78,2025-07-05T18:25:26,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R000253,P215,P207,EMPLOYED_WITH,0.57,2025-08-07T20:36:20,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R000254,P276,P293,MEMBER_OF,0.64,2026-05-14T00:26:36,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R000255,P426,V038,USED_VEHICLE,0.91,2025-07-31T21:11:54,"{""observation"": ""Vehicle observed in use"", ""source_type"": ""CCTV""}"
R000256,P446,P438,MEMBER_OF,0.62,2025-06-22T11:05:18,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R000257,PH082,PH026,COMMUNICATED_WITH,0.91,2025-10-19T04:52:43,"{""contact_count"": 43, ""source_type"": ""telecom_record""}"
R000258,P135,LOC061,VISITED,0.84,2025-04-17T21:02:32,"{""duration_minutes"": 40, ""source_type"": ""location_record""}"
R000259,P301,V021,USED_VEHICLE,0.51,2025-12-31T08:50:47,"{""observation"": ""Vehicle observed in use"", ""source_type"": ""CCTV""}"
R000260,P299,P325,TRAVELED_WITH,0.65,2025-04-27T03:14:51,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R000261,P224,P241,SUSPECTED_ASSOCIATE,0.51,2025-11-23T02:06:55,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000262,P002,P020,MESSAGED,0.83,2025-07-07T22:03:13,"{""message_count"": 22, ""source_type"": ""communication_record""}"
R000263,P272,P267,CALLED,0.69,2025-10-08T02:08:28,"{""duration_seconds"": 1940, ""source_type"": ""call_record"", ""verified"": true}"
R000264,P360,PH092,CALLED,0.89,2025-10-17T22:51:39,"{""duration_seconds"": 1427, ""source_type"": ""call_record"", ""verified"": true}"
R000265,P367,V086,OWNS_VEHICLE,0.57,2026-05-03T23:33:31,"{""registration_status"": ""active"", ""source_type"": ""vehicle_registry""}"
R000266,P369,P398,SUSPECTED_ASSOCIATE,0.59,2025-09-20T22:58:41,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000267,P280,P152,MEMBER_OF,0.7,2025-02-17T19:56:50,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R000268,P014,LOC083,TRAVELED_TO,0.59,2026-01-03T16:48:40,"{""mode"": ""rail"", ""source_type"": ""travel_record""}"
R000269,P133,ORG048,ASSOCIATED_WITH,0.71,2025-02-07T03:07:54,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000270,P102,P113,EMPLOYED_WITH,0.75,2025-12-08T13:17:05,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R000271,P031,LOC078,RESIDES_AT,0.99,2026-07-19T17:46:41,"{""since"": ""2025-05-21"", ""source_type"": ""registration_record""}"
R000272,P029,P070,CALLED,0.72,2025-09-07T11:48:54,"{""duration_seconds"": 2954, ""source_type"": ""call_record"", ""verified"": false}"
R000273,P353,P300,PARTNER,0.81,2025-12-11T19:03:07,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R000274,P379,P376,EMPLOYED_WITH,0.8,2026-05-11T04:05:42,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R000275,P029,LOC100,LOCATED_AT,0.82,2025-01-28T00:41:59,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R000276,P328,P180,MET,0.68,2026-06-13T09:51:41,"{""details"": ""Brief meeting observed"", ""source_type"": ""surveillance"", ""verified"": false}"
R000277,P242,P244,MET,0.88,2025-03-30T02:50:07,"{""details"": ""Extended meeting recorded"", ""source_type"": ""surveillance"", ""verified"": false}"
R000278,P499,P480,FAMILY,0.72,2026-04-21T06:13:02,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R000279,V017,LOC071,SEEN_AT,0.77,2026-06-14T16:04:57,"{""observation"": ""Vehicle observed in use"", ""source_type"": ""CCTV""}"
R000280,P371,ORG066,MEMBER_OF,0.61,2025-05-03T08:06:38,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R000281,PH007,PH093,COMMUNICATED_WITH,0.77,2025-04-18T20:51:09,"{""contact_count"": 48, ""source_type"": ""telecom_record""}"
